"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-01","2015","01","01","","-3.7","","-8.1","","-5.9","","23.9","","0.0","","","M","","M","1.5","","2","","20","","50",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-02","2015","01","02","","-3.9","","-24.1","","-14.0","","32.0","","0.0","","","M","","M","0.0","","2","","29","","48",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-03","2015","01","03","","-6.2","","-25.6","","-15.9","","33.9","","0.0","","","M","","M","6.8","","3","","","","<31",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-04","2015","01","04","","3.9","","-6.2","","-1.2","","19.2","","0.0","","","M","","M","37.0","","13","","25","","65",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-05","2015","01","05","","-2.4","","-20.5","","-11.5","","29.5","","0.0","","","M","","M","","M","9","","25","","59",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-06","2015","01","06","","","M","-24.1","E","","M","","M","","M","","M","","M","","M","9","","","M","","M"
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-07","2015","01","07","","-10.1","","-28.9","","-19.5","","37.5","","0.0","","","M","","M","1.0","","","","35","","43",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-08","2015","01","08","","-9.3","","-30.0","","-19.7","","37.7","","0.0","","","M","","M","0.5","","9","","20","","43",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-09","2015","01","09","","-7.2","","-14.4","","-10.8","","28.8","","0.0","","","M","","M","1.1","","10","","21","","54",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-10","2015","01","10","","-8.9","","-19.1","","-14.0","","32.0","","0.0","","","M","","M","0.0","","9","","22","","50",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-11","2015","01","11","","-5.1","","-14.9","","-10.0","","28.0","","0.0","","","M","","M","0.0","","9","","21","","35",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-12","2015","01","12","","-2.1","","-18.8","","-10.5","","28.5","","0.0","","","M","","M","1.3","","8","","34","","48",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-13","2015","01","13","","-18.8","","-27.5","","-23.2","","41.2","","0.0","","","M","","M","0.0","","9","","34","","32",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-14","2015","01","14","","-12.4","","-29.1","","-20.8","","38.8","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-15","2015","01","15","","-6.0","","-25.8","","-15.9","","33.9","","0.0","","","M","","M","0.0","","10","","22","","32",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-16","2015","01","16","","-3.9","","-22.5","","-13.2","","31.2","","0.0","","","M","","M","0.3","","9","","29","","52",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-17","2015","01","17","","-8.1","","-29.7","","-18.9","","36.9","","0.0","","","M","","M","0.2","","9","","","","<31",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-18","2015","01","18","","4.6","","-8.4","","-1.9","","19.9","","0.0","","","M","","M","7.8","","9","","15","","33",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-19","2015","01","19","","0.5","","-12.4","","-6.0","","24.0","","0.0","","","M","","M","6.0","","11","","27","","41",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-20","2015","01","20","","-12.1","","-21.5","","-16.8","","34.8","","0.0","","","M","","M","0.0","","10","","24","","43",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-21","2015","01","21","","-11.2","","-25.0","","-18.1","","36.1","","0.0","","","M","","M","0.0","","10","","","","<31",""
"-72.54","45.83","SAINT-GERMAIN-DE-GRANTHAM","7027470","2015-01-22","2015","01","22","","-11.5","","-23.5","","-17.5","","35.5","","0.0","","","M","","M","0.0","","10","","","","<31",""
